20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,884731.1281822056,1377152.8536898100,1637883.8065390869,1735041.3930310581,1708766.1640661943,1587349.6118201530,1393892.8181687028,1149487.8000052865,875074.5657347987,592958.8570705897,328796.1844257148,115507.8066370168,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,1433825.5310348184,2332814.1445959387,2850317.3473640187,3074986.4144243696,3069684.5529792206,2883560.6856544921,2559002.5396411824,2135742.8017233205,1653579.4909229933,1154644.1279197047,685990.1270329433,303382.9973388943,77186.5763699933,98663.9501112396,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,1812894.2946532159,3025766.4647665741,3765411.4684834629,4118946.2826233860,4157964.1308856304,3944204.1813334036,3534185.1335126227,2982618.7221247535,2345001.5071913949,1679854.9128448009,1051055.2113571190,530608.0137611635,201837.1832975827,161632.8835146261,514184.5009196276,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2087300.9072045323,3539338.3455321621,4460613.5653904406,4930343.0924291965,5021423.0910982769,4802119.1873988872,4338411.3084424017,3696211.6298821745,2943301.5694576181,2151077.2456200882,1396251.7456316494,762606.9449524098,342731.1342801098,239664.3072575724,570221.1322314168,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2290360.3325275807,3923756.4656308233,4988878.9411035040,5556752.2624388598,5698533.7978987899,5485357.7994121322,4989148.2684712689,4283754.2220006334,3446110.1113116750,2557317.2963152877,1703607.5590288711,977107.0559138451,476154.8060207519,304551.4747989335,567901.4887767972,653119.7361727264,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2440709.3490883233,4209981.8527873540,5385807.3469961733,6032523.4834165564,6218751.3734432487,6016564.4633013569,5501444.2176150372,4752629.2982854173,3853595.1956994128,2892502.2727488205,1962492.7495334062,1161697.0719259561,592729.2622509768,361322.5214882324,573673.6163855311,1325672.0658899527,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2549403.8804106107,4417459.9111256925,5675108.7706600986,6381782.8143553706,6603759.0602788329,6413171.0656792782,5887538.9801320247,5109612.9551914120,4167341.7680969923,3153811.9494133601,2167022.5297910739,1309359.2586913493,686623.3491953302,406506.6399972640,576651.4553134402,1303016.4066504922,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2623167.0671805609,4558429.2865425115,5872304.3444909882,6620943.2100495314,6868851.2558724899,6687925.0241356799,6156792.1480497709,5360358.4305368941,4389436.4127587397,3340326.0279065147,2314221.2408921551,1416320.5697387415,754531.5849964854,437702.7224578985,573418.1595813169,1265437.4922294193,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2666008.9005319052,4640344.5002409304,5987094.5262342906,6760540.1088204179,7024107.5162759796,6849459.6489050575,6315761.6015149374,5509076.5176746901,4521803.2649277318,3452047.0039447388,2402807.3570359671,1480871.1759794110,795308.2889158891,455490.7399530632,568575.4142914850,1236320.8903497881,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
